-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.6360688,-0.6639495,-0.6354089,-0.6635823
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.64346457,-0.671556,-0.6429353,-0.67139864
-1.6103406,-1.6103406,-1.6103406,-1.6103406
0.42893505,0.40547895,0.429317,0.45501375
-1.6103406,-1.6103406,-1.6103406,-1.6103406
0.35070086,0.3277874,0.35109425,0.32536125
-1.6103406,-1.6103406,-1.6103406,-1.6103406
0.77010775,0.7512803,0.77064943,0.75083923
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.53538275,-0.5654807,-0.53462934,-0.5650058
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.5878539,-0.618443,-0.5870862,-0.61802435
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.7941356,-0.8264737,-0.79395247,-0.8261361
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.6666331,-0.69724226,-0.6661258,-0.697207
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.005482197,-0.034265995,-0.0051732063,-0.033041954
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.275455,-0.30403137,-0.26187658,-0.3030963
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.5270543,-0.55231714,-0.5263543,-0.551579
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.24603081,-0.27631044,-0.24580383,-0.27527475
-1.6103406,-1.6103406,-1.6103406,-1.6103406
0.8039651,0.78412247,0.8045311,0.82104206
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.6926675,-0.72325563,-0.6922641,-0.72327185
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.9335351,-0.9654784,-0.9333863,-0.9650998
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.97518873,-1.0081325,-0.9749789,-1.0077815
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.9995074,-1.0319648,-0.9992671,-1.0316911
-1.6103406,-1.6103406,-1.6103406,-1.6103406
1.0080175,0.9894314,1.0087061,0.9890833
-1.6103406,-1.6103406,-1.6103406,-1.6103406
1.2652802,1.2488313,1.2660313,1.2478862
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.7354455,-0.7673831,-0.735127,-0.76750803
-1.6103406,-1.6103406,-1.6103406,-1.6103406
0.6698489,0.646739,0.67032814,0.64905834
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.8604579,-0.8921523,-0.8603902,-0.89176035
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.38988876,-0.41844797,-0.38906813,-0.41774225
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.4017024,-0.42915678,-0.3880744,-0.42833948
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.87344027,-0.90690947,-0.8733926,-0.9065356
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.9205899,-0.95343256,-0.9204335,-0.95304346
-1.6103406,-1.6103406,-1.6103406,-1.6103406
-0.26684284,-0.2987075,-0.26661587,-0.29774952
-1.6103406,-1.6103406,-1.6103406,-1.6103406
