0.0,0.0,176.51085,284.48914,139.23477,315.76523,0.002086,0.002059,0.001853,0.001838
0.0,1.0,171.02173,289.97827,145.50435,309.49567,0.0,0.0,0.0,0.0
0.0,0.0,197.51085,263.48914,186.53912,268.46088,0.002087,0.002059,0.001853,0.001838
0.0,1.0,197.55434,263.44568,240.1304,214.8696,0.0,0.0,0.0,0.0
0.0,0.0,367.51083,93.48917,162.88695,292.11304,0.002086,0.002059,0.001853,0.001838
0.0,1.0,358.5152,102.4848,157.34782,297.65216,0.0,0.0,0.0,0.0
0.0,0.0,355.51083,105.48917,257.49564,197.50436,0.002086,0.002059,0.001853,0.001838
0.0,0.0,379.47824,81.52176,253.93478,201.06522,0.001811,0.001624,0.001643,0.001507
0.0,1.0,388.5152,72.4848,263.7826,191.2174,0.0,0.0,0.0,0.0
0.0,0.0,368.29346,92.70654,210.66304,244.33696,0.002517,0.002259,0.002386,0.002248
0.0,1.0,367.85867,93.14133,204.79782,250.20218,0.0,0.0,0.0,0.0
0.0,0.0,343.51083,117.48917,145.89565,309.10437,0.002086,0.002059,0.001853,0.001838
0.0,1.0,340.55432,120.44568,139.60869,315.3913,0.0,0.0,0.0,0.0
0.0,0.0,359.51083,101.48917,186.53912,268.46088,0.002086,0.002059,0.001853,0.001838
0.0,1.0,343.0217,117.9783,186.93042,268.06958,0.0,0.0,0.0,0.0
0.0,0.0,343.51083,117.48917,162.88695,292.11304,0.002086,0.002059,0.001853,0.001838
0.0,1.0,338.0217,122.9783,157.33043,297.66956,0.0,0.0,0.0,0.0
0.0,0.0,335.51083,125.48917,181.3739,273.6261,0.002086,0.002059,0.001853,0.001838
0.0,1.0,333.55432,127.44568,192.82608,262.17392,0.0,0.0,0.0,0.0
0.0,0.0,376.51083,84.48917,193.19998,261.80002,0.002086,0.002059,0.001853,0.001838
0.0,1.0,356.0217,104.9783,204.63478,250.36522,0.0,0.0,0.0,0.0
0.0,0.0,371.29346,89.70654,328.9239,126.07611,0.002517,0.002259,0.002386,0.002248
0.0,1.0,400.5152,60.484802,316.82608,138.17392,0.0,0.0,0.0,0.0
0.0,0.0,356.51083,104.48917,316.62607,138.37393,0.002087,0.002059,0.001853,0.001838
0.0,1.0,365.55865,95.441345,311.0913,143.90869,0.0,0.0,0.0,0.0
0.0,0.0,353.51083,107.48917,292.9739,162.0261,0.002086,0.002059,0.001853,0.001838
0.0,0.0,395.19998,65.80002,257.9891,197.0109,0.001777,0.001571,0.001578,0.001426
0.0,1.0,379.9891,81.010895,299.68475,155.31525,0.0,0.0,0.0,0.0
0.0,0.0,353.51083,107.48917,269.32172,185.67828,0.002086,0.002059,0.001853,0.001838
0.0,1.0,358.49997,102.50003,275.60867,179.39133,0.0,0.0,0.0,0.0
