2.4658275,2.439451,7.2003403,7.0969124,0.9236281,0.27415657,1.6955175,1.1321408
2.468025,2.44159,7.20254,7.099057,0.9240818,0.27570176,1.6956283,1.1324623
2.4686713,2.442147,7.203188,7.0996532,0.92439485,0.27664495,1.6956968,1.1326379
2.4688032,2.442276,7.2033205,7.099783,0.924469,0.2768979,1.6957128,1.1326842
2.4679403,2.4414594,7.202455,7.0989256,0.924047,0.2755146,1.6956207,1.1324267
2.468669,2.4421456,7.2031856,7.0996523,0.9243934,0.2766428,1.6956965,1.1326374
2.4667563,2.440344,7.2012696,7.097806,0.92370796,0.27441812,1.6955416,1.1322085
2.599731,2.56003,7.5333405,7.4110527,1.1010398,0.32800865,1.8490157,1.249867
2.6064606,2.5664241,7.5400906,7.4175158,1.1040782,0.3410144,1.8496833,1.2519132
2.6060722,2.5660632,7.5396996,7.4171467,1.1037266,0.33951163,1.849607,1.2516798
2.606509,2.5664706,7.540139,7.4175634,1.1041232,0.3412149,1.8496931,1.2519444
2.6065428,2.5664997,7.540174,7.4175935,1.1041553,0.34134102,1.8497,1.251964
2.6064105,2.566377,7.54004,7.4174676,1.1040314,0.34081316,1.849673,1.251882
2.6001716,2.5604482,7.533781,7.4114714,1.101052,0.32805753,1.8490185,1.2498752
2.6027186,2.5614893,7.5399776,7.4148746,1.1322218,0.35089564,1.8831859,1.2780992
2.6075282,2.5660803,7.544797,7.419497,1.1336634,0.35713196,1.8835022,1.2780992
2.6076772,2.5662189,7.544947,7.419638,1.1337565,0.35753345,1.8835224,1.2780992
2.6075954,2.566142,7.5448647,7.41956,1.1337049,0.35730934,1.8835112,1.2780992
2.6077216,2.566261,7.5449915,7.4196806,1.1337849,0.35765815,1.8835285,1.2780992
2.607626,2.5661705,7.5448947,7.4195886,1.133724,0.35739183,1.8835154,1.2780992
2.6038136,2.562539,7.541074,7.4159265,1.1322938,0.35119748,1.883202,1.2781483
2.701044,2.6617544,7.822074,7.7003436,1.0927,0.3162825,1.8490237,1.2433761
2.7051148,2.6656332,7.8261514,7.7042446,1.0938133,0.32103086,1.8492662,1.2441471
2.705424,2.6659214,7.8264623,7.704537,1.0939934,0.32179832,1.8493049,1.2442632
2.7054684,2.6659625,7.8265066,7.7045774,1.0940202,0.3219123,1.8493108,1.2442805
2.7054832,2.6659763,7.826521,7.7045918,1.0940293,0.32195163,1.8493125,1.2442863
2.705407,2.665905,7.8264446,7.7045197,1.0939829,0.3217528,1.8493026,1.2442563
2.7017,2.662379,7.82273,7.7009687,1.0927279,0.3163972,1.8490299,1.2434052
2.5862083,2.5546622,7.501354,7.3937488,0.9317956,0.16473937,1.6889905,1.0976647
2.5883582,2.5567045,7.5035067,7.3957973,0.93222284,0.16650963,1.6890988,1.0976647
2.5886812,2.557007,7.50383,7.396102,0.9323633,0.16709256,1.6891307,1.0976647
2.5883648,2.5567117,7.503513,7.3958044,0.93222547,0.16652226,1.6890994,1.0976647
2.588628,2.5569572,7.5037766,7.3960514,0.9323387,0.16699028,1.6891252,1.0976647
2.5887482,2.5570683,7.503897,7.396164,0.932395,0.16722155,1.6891379,1.0976647
2.5866268,2.5550566,7.501773,7.394143,0.9318116,0.16480255,1.6889975,1.0976808
2.7197635,2.6707284,7.8634496,7.723668,1.2694331,0.44461155,2.0193791,1.4080815
2.725899,2.676592,7.8695984,7.729573,1.2712253,0.4533341,2.0197704,1.4093056
2.7252347,2.675975,7.8689313,7.7289476,1.2708496,0.45153308,2.0196893,1.409055
2.7254395,2.676166,7.869138,7.729141,1.2709606,0.45206833,2.0197132,1.4091294
2.7259355,2.6766257,7.869635,7.7296076,1.2712474,0.45343804,2.0197754,1.40932
2.7258203,2.6765192,7.8695197,7.729499,1.2711784,0.45311046,2.0197604,1.4092745
2.7207625,2.6716893,7.864449,7.72463,1.2694784,0.44482422,2.0193892,1.4081129
2.5962858,2.5591483,7.524235,7.4065533,1.0495248,0.27524734,1.8062465,1.2032411
2.5998468,2.5625377,7.5278015,7.4099593,1.0504537,0.2791803,1.8064487,1.2038844
2.6000545,2.5627294,7.5280094,7.4101534,1.0505676,0.27965784,1.8064733,1.2039572
2.6000671,2.5627406,7.528023,7.410165,1.0505745,0.2796862,1.8064748,1.2039615
2.5999773,2.5626583,7.527932,7.410082,1.0505242,0.27947712,1.8064638,1.2039298
2.5999417,2.5626254,7.527897,7.4100485,1.0505049,0.27939463,1.8064598,1.203917
2.597031,2.5598593,7.52498,7.407265,1.0495641,0.2754097,1.8062552,1.203279
2.5905552,2.535316,7.498114,7.35254,1.3108885,0.50486445,2.057458,1.4962385
2.591601,2.5362961,7.499161,7.3535213,1.3109353,0.50506544,2.0574684,1.4962783
2.5914428,2.536149,7.4990025,7.3533735,1.3109221,0.5050092,2.0574653,1.496269
2.591517,2.536219,7.4990764,7.3534436,1.3109281,0.5050347,2.0574667,1.4962732
2.591612,2.536309,7.4991713,7.353534,1.3109363,0.5050707,2.0574687,1.4962791
2.5915983,2.5362937,7.499158,7.353519,1.3109351,0.5050645,2.0574684,1.4962782
2.591214,2.5359325,7.4987736,7.353157,1.3109071,0.5049434,2.057462,1.4962573
2.5845122,2.5322745,7.4852138,7.344589,1.2632117,0.4573567,2.0102367,1.4475863
2.5855598,2.5332575,7.4862614,7.3455734,1.2632635,0.4575796,2.0102482,1.4476293
2.5855083,2.5332086,7.48621,7.3455243,1.2632585,0.45755792,2.010247,1.4476258
2.5852768,2.5329912,7.485978,7.3453064,1.2632391,0.4574747,2.0102427,1.4476118
2.5855095,2.533208,7.486211,7.3455234,1.2632586,0.45755768,2.010247,1.4476256
2.5854735,2.5331745,7.4861746,7.34549,1.2632552,0.45754337,2.0102463,1.4476234
2.5852983,2.5329983,7.4859996,7.3453135,1.2632408,0.4574771,2.010243,1.4476122
2.603625,2.5628066,7.540003,7.4154735,1.120411,0.3393469,1.8757747,1.2730145
2.6072588,2.5662804,7.5436416,7.418964,1.1212476,0.3429551,1.8759574,1.2736038
2.6075613,2.5665684,7.5439453,7.4192553,1.1213962,0.34360552,1.8759894,1.2737023
2.607658,2.5666604,7.544042,7.4193482,1.1214461,0.34382558,1.8760002,1.2737354
2.6070542,2.566084,7.5434365,7.4187655,1.1211545,0.34254432,1.8759372,1.2735412
2.6069264,2.5659637,7.5433083,7.4186444,1.1210992,0.34230638,1.8759252,1.2735047
2.6046913,2.5638268,7.5410695,7.416495,1.1204811,0.33964157,1.8757902,1.273077
2.6260679,2.5655968,7.577393,7.4233456,1.3871596,0.58218145,2.1323752,1.575599
2.6278124,2.567246,7.5791383,7.4249973,1.3872714,0.58267,2.1324,1.5756665
2.6275697,2.5670173,7.578896,7.424768,1.3872423,0.5825424,2.1323936,1.575649
2.6278412,2.5672724,7.579167,7.425024,1.3872752,0.58268595,2.132401,1.5756687
2.6277273,2.567166,7.579053,7.424917,1.3872607,0.582623,2.1323977,1.5756601
2.6277986,2.5672314,7.579124,7.4249825,1.3872696,0.58266115,2.1323996,1.5756652
2.6268332,2.5663178,7.578159,7.4240675,1.3871809,0.5822735,2.13238,1.5756118
2.4923992,2.4537525,7.2496815,7.128547,1.0884771,0.29524016,1.8400903,1.2382303
2.4947352,2.4560056,7.2520194,7.1308074,1.0888457,0.2968812,1.8400903,1.2385069
2.493473,2.454783,7.250756,7.129579,1.0885538,0.2955737,1.8401072,1.238297
2.4933422,2.4546576,7.2506247,7.129453,1.0885361,0.2954967,1.8401033,1.2382836
2.4947662,2.456035,7.252051,7.130837,1.0888557,0.2969253,1.8400903,1.2385138
2.493591,2.454897,7.250874,7.1296935,1.0885717,0.29565287,1.8400903,1.2383105
2.493061,2.4543827,7.250344,7.129178,1.0885061,0.2953639,1.8400967,1.2382593
2.5862145,2.554383,7.5019736,7.393902,0.93759346,0.1722889,1.6950295,1.1036216
2.5892124,2.5572214,7.5049753,7.3967524,0.93842006,0.17570782,1.6952286,1.1036216
2.5886335,2.5566802,7.5043955,7.396207,0.93812776,0.17449617,1.6951629,1.1039904
2.5891557,2.5571687,7.5049186,7.3966994,0.93838835,0.17557764,1.6952214,1.1041576
2.5891726,2.5571842,7.5049357,7.396715,0.9383979,0.17561603,1.6952235,1.1041633
2.588978,2.5570023,7.50474,7.396531,0.9382937,0.17518353,1.6952003,1.1040969
2.5870657,2.5551898,7.5028253,7.3947096,0.9376583,0.17255044,1.6950511,1.103675
2.692707,2.6575556,7.80423,7.690067,1.010189,0.24127603,1.7679784,1.1671288
2.69644,2.6611075,7.8079696,7.693638,1.0112959,0.24592948,1.7679784,1.167885
2.696516,2.6611786,7.808046,7.69371,1.0113424,0.24612522,1.7679784,1.1679149
2.696463,2.6611292,7.8079925,7.6936603,1.01131,0.2459886,1.7679784,1.167894
2.6964269,2.661095,7.807956,7.6936245,1.0112879,0.24589467,1.7679784,1.1678797
2.6963978,2.6610677,7.807928,7.6935973,1.0112704,0.24582076,1.7679784,1.1678684
2.6934683,2.6582816,7.804992,7.690793,1.0102335,0.24145722,1.7679883,1.16717
2.7068505,2.6640933,7.8357625,7.7077394,1.1612309,0.37704945,1.9117548,1.3051773
2.711913,2.6689281,7.8408356,7.7126083,1.16274,0.3836255,1.9120857,1.3062041
2.7114885,2.668531,7.8404093,7.7122064,1.162492,0.38254428,1.9120319,1.3060381
2.7114644,2.6685083,7.8403845,7.712183,1.1624786,0.38248587,1.912029,1.3060291
2.7118998,2.6689148,7.8408217,7.7125955,1.1627319,0.38358712,1.912084,1.3061981
2.7117217,2.668748,7.840643,7.7124257,1.1626252,0.38312244,1.9120609,1.3061268
2.7078998,2.6651,7.8368125,7.708748,1.1612931,0.37731242,1.9117688,1.30522
