0.0,0.0,123.29347,219.70653,222.48912,120.51088,0.002517,0.002259,0.002386,0.002248
0.0,1.0,121.46739,221.53261,216.47826,126.52174,0.0,0.0,0.0,0.0
0.0,0.0,106.510864,236.48914,193.19998,149.80002,0.002086,0.002059,0.001853,0.001838
0.0,1.0,113.558685,229.44131,198.73477,144.26523,0.0,0.0,0.0,0.0
0.0,0.0,116.510864,226.48914,210.1913,132.8087,0.002086,0.002059,0.001853,0.001838
0.0,1.0,109.467384,233.53262,216.47826,126.52174,0.0,0.0,0.0,0.0
0.0,0.0,106.510864,236.48914,157.72173,185.27827,0.002087,0.002059,0.001853,0.001838
0.0,1.0,119.47826,223.52174,181.0,162.0,0.0,0.0,0.0,0.0
0.0,0.0,131.29347,211.70653,127.88043,215.11957,0.002517,0.002259,0.002386,0.002248
0.0,1.0,143.53261,199.46739,121.98912,221.01088,0.0,0.0,0.0,0.0
0.0,0.0,175.51085,167.48915,110.41737,232.58263,0.002086,0.002059,0.001853,0.001838
0.0,1.0,178.5652,164.4348,121.87392,221.12608,0.0,0.0,0.0,0.0
0.0,0.0,147.51086,195.48914,103.756516,239.24348,0.002086,0.002059,0.001853,0.001838
0.0,1.0,148.56522,194.43478,139.60434,203.39566,0.0,0.0,0.0,0.0
0.0,0.0,113.510864,229.48914,122.24347,220.75653,0.002086,0.002059,0.001853,0.001838
0.0,1.0,120.5587,222.4413,115.95218,227.04782,0.0,0.0,0.0,0.0
0.0,0.0,106.510864,236.48914,145.89565,197.10435,0.002087,0.002059,0.001853,0.001838
0.0,1.0,114.02173,228.97827,139.62607,203.37393,0.0,0.0,0.0,0.0
0.0,0.0,116.510864,226.48914,103.756516,239.24348,0.002087,0.002059,0.001853,0.001838
0.0,1.0,148.98914,194.01086,98.6413,244.3587,0.0,0.0,0.0,0.0
0.0,0.0,214.51085,128.48915,122.24347,220.75653,0.002086,0.002059,0.001853,0.001838
0.0,1.0,206.5326,136.4674,127.66304,215.33696,0.0,0.0,0.0,0.0
0.0,0.0,225.51085,117.48915,134.06955,208.93045,0.002086,0.002059,0.001853,0.001838
0.0,1.0,205.49998,137.50002,139.60869,203.39131,0.0,0.0,0.0,0.0
0.0,0.0,228.51085,114.48915,198.3652,144.6348,0.002086,0.002059,0.001853,0.001838
0.0,1.0,227.5326,115.46741,186.79347,156.20653,0.0,0.0,0.0,0.0
0.0,0.0,228.51085,114.48915,205.02608,137.97392,0.002086,0.002059,0.001853,0.001838
0.0,1.0,220.06955,122.93045,204.66304,138.33696,0.0,0.0,0.0,0.0
0.0,1.0,231.55869,111.441315,56.82608,286.17392,0.0,0.0,0.0,0.0
0.0,0.0,214.6413,128.3587,50.11956,292.88043,0.002469,0.002282,0.002441,0.002305
0.0,1.0,256.5587,86.441315,50.91304,292.08698,0.0,0.0,0.0,0.0
0.0,0.0,231.6413,111.3587,45.793472,297.20654,0.002469,0.002282,0.002441,0.002305
0.0,1.0,271.5587,71.441315,50.91304,292.08698,0.0,0.0,0.0,0.0
0.0,0.0,269.6413,73.3587,57.61956,285.38043,0.002469,0.002282,0.002441,0.002305
0.0,1.0,286.5587,56.441315,44.999992,298.0,0.0,0.0,0.0,0.0
0.0,0.0,297.6413,45.358704,38.293476,304.7065,0.002469,0.002282,0.002441,0.002305
0.0,1.0,267.5587,75.441315,33.17391,309.82608,0.0,0.0,0.0,0.0
0.0,0.0,262.6413,80.3587,26.467388,316.53262,0.002469,0.002282,0.002441,0.002305
0.0,1.0,294.5587,48.441315,33.17391,309.82608,0.0,0.0,0.0,0.0
